Date,AUD,JPY
2/4/2002,0.5097,133.4
2/5/2002,0.5115,132.2
2/6/2002,0.5091,133.8
2/7/2002,0.5086,133.95
2/8/2002,0.5111,134.05
2/11/2002,0.5125,
2/12/2002,0.512,133.3
2/13/2002,0.5089,133.15
2/14/2002,0.5138,132.45
2/15/2002,0.5152,132.75
2/18/2002,0.5179,132.65
2/19/2002,0.5178,133.43
2/20/2002,0.5183,133.25
2/21/2002,0.5156,133.9
2/22/2002,0.5138,134.15
2/25/2002,0.5134,133.95
2/26/2002,0.5147,133.82
2/27/2002,0.5138,134.45
2/28/2002,0.5164,133.9
3/1/2002,0.5177,133.55
3/4/2002,0.52,132.75
3/5/2002,0.5204,132.35
3/6/2002,0.5194,132.05
3/7/2002,0.5238,129.95
3/8/2002,0.5244,127.65
3/11/2002,0.5211,128.95
3/12/2002,0.5216,128.6
3/13/2002,0.5197,129.3
3/14/2002,0.5201,128.85
3/15/2002,0.5234,129.25
3/18/2002,0.5254,130.45
3/19/2002,0.5239,131.15
3/20/2002,0.5273,132.26
3/21/2002,0.53,
3/22/2002,0.5305,132.35
3/25/2002,0.5299,132.75
3/26/2002,0.529,133.1
3/27/2002,0.5275,132.8
3/28/2002,0.5316,132.6
3/29/2002,,133.2
4/1/2002,,133.25
4/2/2002,0.5327,133.4
4/3/2002,0.5301,132.7
4/4/2002,0.5309,132.45
4/5/2002,0.5308,132.3
4/8/2002,0.5284,131.45
4/9/2002,0.5288,131.75
4/10/2002,0.5309,130.3
4/11/2002,0.5344,131.45
4/12/2002,0.5358,132.1
4/15/2002,0.5337,131.65
4/16/2002,0.5313,131.45
4/17/2002,0.5339,131.05
4/18/2002,0.5376,130.62
4/19/2002,0.5403,130.1
4/22/2002,0.5409,130.12
4/23/2002,0.5405,129.88
4/24/2002,0.5387,130.23
4/25/2002,,129.5
4/26/2002,0.5447,128.77
4/29/2002,0.5438,
4/30/2002,0.5397,128
5/1/2002,0.5389,128.55
5/2/2002,0.5393,127.1
5/3/2002,0.5356,
5/6/2002,0.5394,
5/7/2002,0.5426,126.92
5/8/2002,0.5428,128.18
5/9/2002,0.5408,128.63
5/10/2002,0.5428,128.6
5/13/2002,0.5471,127.3
5/14/2002,0.5468,128.25
5/15/2002,0.5471,128.4
5/16/2002,0.5482,127.7
5/17/2002,0.5479,127.65
5/20/2002,0.5517,125.8
5/21/2002,0.5549,125.9
5/22/2002,0.5578,125
5/23/2002,0.5569,124.3
5/24/2002,0.5539,125.05
5/27/2002,0.5574,124.8
5/28/2002,0.5576,124.75
5/29/2002,0.5628,124.64
5/30/2002,,124.25
5/31/2002,0.5674,124.4
6/3/2002,0.5674,124.35
6/4/2002,0.5753,123.6
6/5/2002,0.5727,124.05
6/6/2002,0.5723,124.95
6/7/2002,0.5734,124.4
6/10/2002,,124.85
6/11/2002,0.5693,124.6
6/12/2002,0.5703,125.45
6/13/2002,,125.75
6/14/2002,0.5674,124.8
6/17/2002,0.5598,124.3
6/18/2002,0.5591,124.35
6/19/2002,0.5655,124.25
6/20/2002,0.5677,124
6/21/2002,0.5738,123.4
6/24/2002,0.5766,122.7
6/25/2002,0.5718,121.6
6/26/2002,0.5767,121
6/27/2002,0.5653,120.1
6/28/2002,0.5648,119.45
7/1/2002,0.5608,119.5
7/2/2002,0.5605,120
7/3/2002,0.5613,120.15
7/4/2002,0.5574,120.25
7/5/2002,0.556,120.4
7/8/2002,0.5626,119.2
7/9/2002,0.5646,118.75
7/10/2002,0.5692,118.18
7/11/2002,0.564,117.7
7/12/2002,0.558,116.9
7/15/2002,0.5607,116.3
7/16/2002,0.5629,116.25
7/17/2002,0.5557,115.95
7/18/2002,0.5517,116.58
7/19/2002,0.5573,115.9
7/22/2002,0.555,116.15
7/23/2002,0.5423,116.95
7/24/2002,0.5404,117.5
7/25/2002,0.5424,116.35
7/26/2002,0.539,117.4
7/29/2002,0.5371,119.18
7/30/2002,0.5435,120.12
7/31/2002,0.5478,119.85
8/1/2002,0.5406,119.75
8/2/2002,0.5408,118.95
8/5/2002,,118.8
8/6/2002,0.5262,119.8
8/7/2002,0.5301,120.85
8/8/2002,0.5368,120.15
8/9/2002,0.5338,121.05
8/12/2002,0.5392,119.9
8/13/2002,0.5399,118.9
8/14/2002,0.5412,117.05
8/15/2002,0.5392,117.55
8/16/2002,0.5457,117.6
8/19/2002,,
8/20/2002,0.5443,117.9
8/21/2002,0.5438,119
8/22/2002,0.5468,118.1
8/23/2002,0.5435,119
8/26/2002,0.5411,120.05
8/27/2002,0.5436,119.68
8/28/2002,0.5516,118.85
8/29/2002,0.5527,118.4
8/30/2002,0.5514,118.85
9/2/2002,0.5486,118.7
9/3/2002,,117.95
9/4/2002,0.5433,117.3
9/5/2002,0.5434,118.05
9/6/2002,0.5445,118.55
9/9/2002,0.5481,118.55
9/10/2002,0.55,118.55
9/11/2002,,119.8
9/12/2002,0.5521,120.18
9/13/2002,0.5515,119.77
9/16/2002,0.5487,
9/17/2002,0.5492,122.75
9/18/2002,0.5465,121.95
9/19/2002,0.5501,121.7
9/20/2002,0.5487,122.7
9/23/2002,0.5464,
9/24/2002,0.5422,123.65
9/25/2002,0.5459,122.55
9/26/2002,0.5436,122.9
9/27/2002,0.5444,122.35
9/30/2002,0.5435,121.55
10/1/2002,0.5415,122.1
10/2/2002,0.5422,122.95
10/3/2002,0.5441,122.85
10/4/2002,0.5463,122.85
10/7/2002,,123.78
10/8/2002,0.549,124.25
10/9/2002,0.5467,123.9
10/10/2002,0.5471,123.48
10/11/2002,0.5474,124
10/14/2002,0.5465,
10/15/2002,0.546,124.35
10/16/2002,,124.75
10/17/2002,0.549,124.35
10/18/2002,0.5504,125.2
10/21/2002,0.5538,124.95
10/22/2002,0.5542,125.2
10/23/2002,0.5528,124.3
10/24/2002,0.5533,124.05
10/25/2002,0.555,124
10/28/2002,0.5556,124.8
10/29/2002,0.559,123.55
10/30/2002,0.5552,122.88
10/31/2002,0.5534,122.45
11/1/2002,0.5551,122.65
11/4/2002,0.5604,
11/5/2002,0.5615,121.9
11/6/2002,0.5608,122.15
11/7/2002,0.564,121.7
11/8/2002,0.5656,120.95
11/11/2002,0.5648,119.55
11/12/2002,0.5596,119.75
11/13/2002,0.5614,119.7
11/14/2002,0.5597,120.35
11/15/2002,0.5632,120.65
11/18/2002,0.5634,120.95
11/19/2002,0.5618,120.95
11/20/2002,0.558,122.32
11/21/2002,0.5604,122.4
11/22/2002,0.5625,122.77
11/25/2002,0.5622,122.62
11/26/2002,0.5604,122.05
11/27/2002,0.5607,121.7
11/28/2002,0.5574,122.27
11/29/2002,0.5608,122.3
12/2/2002,0.5598,123.35
12/3/2002,0.559,124.47
12/4/2002,0.5604,124.88
12/5/2002,0.5616,125.25
12/6/2002,0.5612,125.2
12/9/2002,0.5634,123.2
12/10/2002,0.5633,123.55
12/11/2002,0.5605,123.9
12/12/2002,0.5612,123.37
12/13/2002,0.566,122.65
12/16/2002,0.5662,120.65
12/17/2002,0.567,120.75
12/18/2002,0.5663,121.35
12/19/2002,0.5662,121.15
12/20/2002,0.5659,120.77
12/23/2002,0.5627,
12/24/2002,0.5617,120.4
12/25/2002,,120.4
12/26/2002,0.5617,120.25
12/27/2002,0.5643,120
12/30/2002,0.5636,119.9
12/31/2002,0.5662,
1/2/2003,0.5634,
1/3/2003,0.5629,
1/6/2003,0.5696,119.3
1/7/2003,0.5745,119.45
1/8/2003,0.5737,120.15
1/9/2003,0.5773,118.9
1/10/2003,0.5759,119.54
1/13/2003,0.5835,
1/14/2003,0.5863,118.9
1/15/2003,0.5868,118.05
1/16/2003,0.5869,118.2
1/17/2003,0.5895,118
1/20/2003,0.5904,118.2
1/21/2003,0.5882,118.8
1/22/2003,0.5899,118.15
1/23/2003,0.587,118.7
1/24/2003,0.5931,117.98
1/27/2003,,117.85
1/28/2003,,118.57
1/29/2003,0.5888,118.15
1/30/2003,0.5878,118.6
1/31/2003,0.5884,118.95
2/3/2003,0.586,120.15
2/4/2003,0.5851,120.3
2/5/2003,0.5928,119.6
2/6/2003,0.5894,120
2/7/2003,0.5922,119.7
2/10/2003,0.5916,120.45
2/11/2003,0.5886,
2/12/2003,0.5924,120.75
2/13/2003,0.5907,120.95
2/14/2003,0.5958,120.4
2/17/2003,0.5909,120.5
2/18/2003,0.5911,119.25
2/19/2003,0.5904,119.05
2/20/2003,0.5952,118.9
2/21/2003,0.5992,118.37
2/24/2003,0.5987,118.4
2/25/2003,0.6058,117.3
2/26/2003,,117.45
2/27/2003,0.6073,116.9
2/28/2003,0.6054,117.75
3/3/2003,0.6065,118.22
3/4/2003,0.6143,117.55
3/5/2003,0.6171,117.35
3/6/2003,0.6141,117.38
3/7/2003,0.6142,117.37
3/10/2003,0.6132,116.78
3/11/2003,0.6141,116.9
3/12/2003,0.6051,117.45
3/13/2003,0.5926,118
3/14/2003,0.5952,118.2
3/17/2003,0.6011,117.9
3/18/2003,0.5927,118.65
3/19/2003,0.5928,118.7
3/20/2003,0.5926,120
3/21/2003,0.5933,
3/24/2003,0.5941,120.9
3/25/2003,0.5963,119.85
3/26/2003,0.5968,119.93
3/27/2003,0.5998,119.85
3/28/2003,0.5993,120.23
3/31/2003,0.6036,120.15
4/1/2003,0.6041,118.27
4/2/2003,0.6035,117.9
4/3/2003,0.6023,118.7
4/4/2003,0.6015,119.95
4/7/2003,0.5965,120.75
4/8/2003,0.6,119.95
4/9/2003,0.603,119.85
4/10/2003,0.6059,120.1
4/11/2003,0.6069,119.75
4/14/2003,0.6048,120.65
4/15/2003,0.6038,120.2
4/16/2003,0.6086,120.26
4/17/2003,0.614,119.05
4/18/2003,,119.75
4/21/2003,,120.05
4/22/2003,0.6144,120.65
4/23/2003,0.6205,120.1
4/24/2003,0.6208,119.95
4/25/2003,,120.1
4/28/2003,0.6176,120
4/29/2003,0.6203,
4/30/2003,0.623,119.6
5/1/2003,0.6271,118.9
5/2/2003,0.6323,118.6
5/5/2003,0.6314,
5/6/2003,0.6359,118.55
5/7/2003,0.6421,117.68
5/8/2003,0.636,116.65
5/9/2003,0.6431,117.1
5/12/2003,0.6487,116.9
5/13/2003,0.6487,117
5/14/2003,0.6452,116.6
5/15/2003,0.6438,116.25
5/16/2003,0.6422,116.3
5/19/2003,0.6564,115.25
5/20/2003,0.6567,117.08
5/21/2003,0.6588,116.67
5/22/2003,0.6548,117.65
5/23/2003,0.6563,117.3
5/26/2003,0.6587,116.88
5/27/2003,0.6589,116.65
5/28/2003,0.6568,117.25
5/29/2003,0.6478,118.95
5/30/2003,0.6522,118.35
6/2/2003,0.6503,119
6/3/2003,0.6582,118.4
6/4/2003,0.6607,118.75
6/5/2003,0.6628,118.45
6/6/2003,0.6662,117.8
6/9/2003,,118.45
6/10/2003,0.6575,118.15
6/11/2003,0.6572,117.77
6/12/2003,0.6647,117.88
6/13/2003,0.6644,117.6
6/16/2003,0.6678,117.7
6/17/2003,0.6709,117.6
6/18/2003,0.6701,118.1
6/19/2003,0.6654,118.65
6/20/2003,0.6706,118.25
6/23/2003,0.6675,118.3
6/24/2003,0.6643,117.65
6/25/2003,0.6642,117.5
6/26/2003,0.6688,118.25
6/27/2003,0.6661,119.45
6/30/2003,0.6674,119.85
7/1/2003,0.6732,119.65
7/2/2003,0.6783,119.2
7/3/2003,0.6807,118.25
7/4/2003,0.6812,118.4
7/7/2003,0.6845,118.1
7/8/2003,0.675,118.18
7/9/2003,0.662,118.35
7/10/2003,0.6526,117.8
7/11/2003,0.6587,117.9
7/14/2003,0.6567,117.73
7/15/2003,0.6564,117.75
7/16/2003,0.651,118.25
7/17/2003,0.6544,118.15
7/18/2003,0.6474,118.93
7/21/2003,0.6475,
7/22/2003,0.6529,119.2
7/23/2003,0.6515,119.05
7/24/2003,0.6623,118.8
7/25/2003,0.663,119.15
7/28/2003,0.662,119.1
7/29/2003,0.6646,119.3
7/30/2003,0.6604,119.88
7/31/2003,0.6529,120.1
8/1/2003,0.6475,120.4
8/4/2003,,119.8
8/5/2003,0.6474,120.35
8/6/2003,0.6502,119.9
8/7/2003,0.6452,120.14
8/8/2003,0.6519,119.22
8/11/2003,0.6541,118.9
8/12/2003,0.659,118.68
8/13/2003,0.6536,119.13
8/14/2003,0.659,119.3
8/15/2003,0.6576,119
8/18/2003,0.6612,119.36
8/19/2003,0.6547,119.35
8/20/2003,0.6551,118.65
8/21/2003,0.6582,118.1
8/22/2003,0.6512,117.82
8/25/2003,0.6511,117.58
8/26/2003,0.6458,117.53
8/27/2003,0.6442,117.6
8/28/2003,0.6366,117.5
8/29/2003,0.64,117.05
9/1/2003,0.6475,116.65
9/2/2003,0.6433,116.7
9/3/2003,0.6376,116.3
9/4/2003,0.6404,116.8
9/5/2003,0.6429,116.82
9/8/2003,0.6488,117.32
9/9/2003,0.6485,116.65
9/10/2003,0.6584,116.8
9/11/2003,0.6593,117.17
9/12/2003,0.6597,117.06
9/15/2003,0.6624,
9/16/2003,0.6659,117.18
9/17/2003,0.6597,116.15
9/18/2003,0.6645,116.07
9/19/2003,0.669,115.43
9/22/2003,0.6795,112.2
9/23/2003,0.6776,
9/24/2003,0.6751,112.15
9/25/2003,0.6792,111.9
9/26/2003,0.68,112
9/29/2003,0.6717,111.25
9/30/2003,0.6801,111.2
10/1/2003,0.6832,111.2
10/2/2003,0.6859,111
10/3/2003,0.6846,110.93
10/6/2003,,111.1
10/7/2003,0.686,111
10/8/2003,0.6904,109.65
10/9/2003,0.6936,109.05
10/10/2003,0.6895,109.15
10/13/2003,0.6905,
10/14/2003,0.6844,109.2
10/15/2003,0.6906,109.1
10/16/2003,0.6884,109.61
10/17/2003,0.6898,109.85
10/20/2003,0.6927,109.7
10/21/2003,0.6943,109.8
10/22/2003,0.6999,109.55
10/23/2003,0.7036,109.03
10/24/2003,0.7014,109.6
10/27/2003,0.7014,108.9
10/28/2003,0.7036,108.3
10/29/2003,0.706,107.97
10/30/2003,0.705,108.3
10/31/2003,0.7046,108.76
11/3/2003,0.7078,
11/4/2003,0.6975,110.2
11/5/2003,0.7097,109.68
11/6/2003,0.7109,109.97
11/7/2003,0.7072,110.2
11/10/2003,0.7116,109.5
11/11/2003,0.7149,108.8
11/12/2003,0.7154,108.75
11/13/2003,0.719,108.4
11/14/2003,0.7217,108.03
11/17/2003,0.714,109.5
11/18/2003,0.7153,108.85
11/19/2003,0.723,108.15
11/20/2003,0.7216,108.93
11/21/2003,0.7216,109.1
11/24/2003,0.7232,
11/25/2003,0.7203,109.4
11/26/2003,0.7181,109.55
11/27/2003,0.7239,109.02
11/28/2003,0.7206,109.5
12/1/2003,0.7247,109.75
12/2/2003,0.7292,109.26
12/3/2003,0.7324,108.75
12/4/2003,0.7341,108.3
12/5/2003,0.7345,108.35
12/8/2003,0.7385,107.65
12/9/2003,0.7395,107.15
12/10/2003,0.7402,108.65
12/11/2003,0.7366,108.2
12/12/2003,0.7411,108
12/15/2003,0.7394,108.03
12/16/2003,0.7441,107.75
12/17/2003,0.7421,107.5
12/18/2003,0.7416,107.45
12/19/2003,0.7392,107.64
12/22/2003,0.7345,107.62
12/23/2003,0.7359,
12/24/2003,0.7395,107.48
12/26/2003,,107.05
12/29/2003,0.743,107.03
12/30/2003,0.7447,107.1
12/31/2003,0.75,
1/2/2004,0.7527,
1/5/2004,0.763,106.9
1/6/2004,0.7668,106.25
1/7/2004,0.7677,106.24
1/8/2004,0.7679,106.15
1/9/2004,0.7752,107.55
1/12/2004,0.7787,
1/13/2004,0.7782,106.53
1/14/2004,0.7766,106.22
1/15/2004,0.7738,106.25
1/16/2004,0.7708,106.1
1/19/2004,0.758,106.55
1/20/2004,0.7575,107.5
1/21/2004,0.7698,107.18
1/22/2004,0.7732,106.88
1/23/2004,0.7773,106.2
1/26/2004,,106.22
1/27/2004,0.7695,106.15
1/28/2004,0.777,106.2
1/29/2004,0.7713,106.1
1/30/2004,0.7644,105.97
2/2/2004,0.7615,105.61
2/3/2004,0.7604,105.53
2/4/2004,0.7635,105.39
2/5/2004,0.761,105.53
2/6/2004,0.7634,106.15
2/9/2004,0.7762,105.7
2/10/2004,0.7791,105.45
2/11/2004,0.7796,
2/12/2004,0.7871,105.34
2/13/2004,0.7908,105.39
2/16/2004,0.7902,105.45
2/17/2004,0.7932,105.67
2/18/2004,0.7972,105.56
2/19/2004,0.793,106.6
2/20/2004,0.7885,107.5
2/23/2004,0.7729,108.8
2/24/2004,0.7725,108.65
2/25/2004,0.7803,108.2
2/26/2004,0.7731,108.9
2/27/2004,0.7708,109
3/1/2004,0.7745,109.25
3/2/2004,0.7726,109.03
3/3/2004,0.7512,110.2
3/4/2004,0.7516,110.15
3/5/2004,0.7509,111.2
3/8/2004,0.7576,112.12
3/9/2004,0.7639,111.12
3/10/2004,0.7565,111.25
3/11/2004,0.7425,110.8
3/12/2004,0.7284,111.1
3/15/2004,0.7338,110.85
3/16/2004,0.7367,110.15
3/17/2004,0.743,108.25
3/18/2004,0.745,107.2
3/19/2004,0.7486,107.2
3/22/2004,0.7447,107.35
3/23/2004,0.7536,106.74
3/24/2004,0.7516,106.72
3/25/2004,0.7438,106.05
3/26/2004,0.7403,106.1
3/29/2004,0.745,105.6
3/30/2004,0.7503,105.6
3/31/2004,0.7589,104.3
4/1/2004,0.7618,104.03
4/2/2004,0.7648,104.15
4/5/2004,0.7576,104.3
4/6/2004,0.7526,105.5
4/7/2004,0.7588,105.6
4/8/2004,0.7666,105.6
4/9/2004,,106.5
4/12/2004,,106.43
4/13/2004,0.7671,105.2
4/14/2004,0.7429,107
4/15/2004,0.7367,108.55
4/16/2004,0.7422,108.65
4/19/2004,0.7476,107.95
4/20/2004,0.7405,108.2
4/21/2004,0.731,108.9
4/22/2004,0.7294,109.38
4/23/2004,0.7346,109.45
4/26/2004,,109
4/27/2004,0.7339,108.55
4/28/2004,0.7318,109.2
4/29/2004,0.7179,
4/30/2004,0.722,110.2
5/3/2004,0.7217,
5/4/2004,0.7224,
5/5/2004,0.7315,
5/6/2004,0.7311,108.82
5/7/2004,0.718,110.45
5/10/2004,0.6979,112.6
5/11/2004,0.6963,113.5
5/12/2004,0.7003,112.65
5/13/2004,0.6916,114
5/14/2004,0.6879,114.4
5/17/2004,0.6937,113.7
5/18/2004,0.6834,114.3
5/19/2004,0.6963,113.25
5/20/2004,0.6924,113.25
5/21/2004,0.6999,112.75
5/24/2004,0.6962,112.5
5/25/2004,0.7,113.05
5/26/2004,0.7088,111.75
5/27/2004,0.7118,111.4
5/28/2004,0.7189,110.5
6/1/2004,0.716,109.75
6/2/2004,0.7087,110.8
6/3/2004,0.6925,110.7
6/4/2004,0.6909,111.07
6/7/2004,0.7004,110.15
6/8/2004,0.704,109.7
6/9/2004,0.697,109.4
6/10/2004,0.6906,109.95
6/11/2004,0.6939,110
6/14/2004,,110.9
6/15/2004,0.6847,110.87
6/16/2004,0.6941,109.45
6/17/2004,0.6839,110.05
6/18/2004,0.6819,109.5
6/21/2004,0.6883,108.5
6/22/2004,0.6864,108.6
6/23/2004,0.69,108.75
6/24/2004,0.6894,108.25
6/25/2004,0.7003,107.35
6/28/2004,0.6964,107.85
6/29/2004,0.6995,108.3
6/30/2004,0.6889,108.38
7/1/2004,0.6994,108.15
7/2/2004,0.7038,109.05
7/5/2004,0.7134,108.65
7/6/2004,0.7174,109.3
7/7/2004,0.7186,108.75
7/8/2004,0.7217,108.8
7/9/2004,0.7235,108.4
7/12/2004,0.7246,107.9
7/13/2004,0.7249,108.7
7/14/2004,0.7256,109.13
7/15/2004,0.724,109.35
7/16/2004,0.7235,109.6
7/19/2004,0.7343,
7/20/2004,0.7307,108.5
7/21/2004,0.7261,108.55
7/22/2004,0.7134,109.8
7/23/2004,0.7131,109.75
7/26/2004,0.712,109.65
7/27/2004,0.7116,109.88
7/28/2004,0.7016,111
7/29/2004,0.6988,111.65
7/30/2004,0.6986,112.08
8/2/2004,,111.25
8/3/2004,0.7013,110.58
8/4/2004,0.7025,111.25
8/5/2004,0.7048,111.2
8/6/2004,0.7038,111.63
8/9/2004,0.7161,110.24
8/10/2004,0.715,110.55
8/11/2004,0.7128,111.28
8/12/2004,0.7141,110.62
8/13/2004,0.707,111.7
8/16/2004,0.7165,110.63
8/17/2004,0.7188,110.45
8/18/2004,0.7162,109.95
8/19/2004,0.7146,109.5
8/20/2004,0.725,109.15
8/23/2004,0.7225,109.2
8/24/2004,0.7125,109.95
8/25/2004,0.7064,109.5
8/26/2004,0.7049,110.08
8/27/2004,0.7065,109.2
8/30/2004,0.6967,110.25
8/31/2004,0.7011,109.65
9/1/2004,0.7047,109.22
9/2/2004,0.7001,109.5
9/3/2004,0.6975,109.58
9/6/2004,0.6916,110.3
9/7/2004,0.6938,109.7
9/8/2004,0.6901,109.43
9/9/2004,0.6935,109.5
9/10/2004,0.6886,110.1
9/13/2004,0.6966,109.47
9/14/2004,0.699,109.85
9/15/2004,0.6989,109.7
9/16/2004,0.6948,109.95
9/17/2004,0.6986,109.6
9/20/2004,0.6991,
9/21/2004,0.7001,110
9/22/2004,0.7048,109.8
9/23/2004,0.7078,
9/24/2004,0.7129,110.55
9/27/2004,0.7114,110.62
9/28/2004,0.7145,111.2
9/29/2004,0.7165,111.1
9/30/2004,0.7147,111
10/1/2004,0.7265,110.08
10/4/2004,,110.72
10/5/2004,0.7215,110.87
10/6/2004,0.7246,111.1
10/7/2004,0.7246,111.05
10/8/2004,0.7278,110.58
10/11/2004,0.7338,
10/12/2004,0.7315,109.65
10/13/2004,0.7284,109.6
10/14/2004,0.7247,109.67
10/15/2004,0.7303,109.6
10/18/2004,0.7312,109.25
10/19/2004,0.7248,109.42
10/20/2004,0.7275,108.6
10/21/2004,0.7367,107.82
10/22/2004,0.7365,107.6
10/25/2004,0.7445,106.77
10/26/2004,0.7476,106.72
10/27/2004,0.7454,107.1
10/28/2004,0.7487,106.15
10/29/2004,0.7461,106.13
11/1/2004,0.7473,106.25
11/2/2004,,106.4
11/3/2004,0.7459,
11/4/2004,0.7564,106.25
11/5/2004,0.7572,106.08
11/8/2004,0.7605,105.45
11/9/2004,0.7565,105.6
11/10/2004,0.7602,105.88
11/11/2004,0.7595,106.98
11/12/2004,0.7648,106.66
11/15/2004,0.7695,105.34
11/16/2004,0.7704,105.45
11/17/2004,0.7736,105.41
11/18/2004,0.7816,103.97
11/19/2004,0.7755,104.19
11/22/2004,0.782,103.3
11/23/2004,0.7791,
11/24/2004,0.7858,103.4
11/25/2004,0.7868,102.85
11/26/2004,0.7937,102.4
11/29/2004,0.7867,102.9
11/30/2004,0.7775,103.18
12/1/2004,0.7767,102.8
12/2/2004,0.7605,102.2
12/3/2004,0.7746,103.5
12/6/2004,0.7817,102.2
12/7/2004,0.7772,103.05
12/8/2004,0.766,103.1
12/9/2004,0.7582,104
12/10/2004,0.7512,105.28
12/13/2004,0.7532,104.85
12/14/2004,0.7597,104.75
12/15/2004,0.7568,105.25
12/16/2004,0.7655,104.3
12/17/2004,0.7615,104.48
12/20/2004,0.7634,104.35
12/21/2004,0.7664,103.86
12/22/2004,0.7632,104.35
12/23/2004,0.7659,
12/24/2004,0.7677,103.67
12/27/2004,,103.9
12/28/2004,,103.2
12/29/2004,0.7792,103.35
12/30/2004,0.7753,104.12
12/31/2004,0.779,
1/3/2005,,
1/4/2005,0.7788,102.75
1/5/2005,0.7648,104.4
1/6/2005,0.7637,104
1/7/2005,0.7625,104.57
1/10/2005,0.7583,
1/11/2005,0.7607,104
1/12/2005,0.7605,103.4
1/13/2005,0.7664,102.5
1/14/2005,0.7591,103
1/17/2005,0.7608,102.15
1/18/2005,0.7528,102.55
1/19/2005,0.757,102.4
1/20/2005,0.7611,102.65
1/21/2005,0.7578,103.45
1/24/2005,0.7696,102.87
1/25/2005,0.7702,102.68
1/26/2005,,103.5
1/27/2005,0.7763,103.3
1/28/2005,0.7753,103.2
1/31/2005,0.7744,103.6
2/1/2005,0.7737,103.63
2/2/2005,0.7744,103.65
2/3/2005,0.7753,104.23
2/4/2005,0.7697,104.5
2/7/2005,0.7724,104.3
2/8/2005,0.7669,105.15
2/9/2005,0.7636,105.65
2/10/2005,0.7767,105.6
2/11/2005,0.7818,
2/14/2005,0.7851,104.97
2/15/2005,0.7846,105.2
2/16/2005,0.7864,105
2/17/2005,0.7849,105.25
2/18/2005,0.7847,105.5
2/21/2005,0.7877,105.73
2/22/2005,0.7905,104.87
2/23/2005,0.7928,104.7
2/24/2005,0.788,104.75
2/25/2005,0.7852,105.33
2/28/2005,0.7905,104.73
3/1/2005,0.7869,104.5
3/2/2005,0.783,104.63
3/3/2005,0.7818,104.9
3/4/2005,0.7826,105.45
3/7/2005,0.7897,104.7
3/8/2005,0.7928,105.08
3/9/2005,0.7971,104.7
3/10/2005,0.796,104.1
3/11/2005,0.7899,104.14
3/14/2005,0.7929,104.4
3/15/2005,0.7894,104.82
3/16/2005,0.7901,104.5
3/17/2005,0.7926,104.33
3/18/2005,0.7929,104.7
3/21/2005,0.7915,
3/22/2005,0.7844,105.1
3/23/2005,0.7802,105.42
3/24/2005,0.7734,106.2
3/25/2005,,106.42
3/28/2005,,106.99
3/29/2005,0.7707,107.2
3/30/2005,0.7733,107.25
3/31/2005,0.7719,107.35
4/1/2005,0.773,107.43
4/4/2005,0.7706,107.68
4/5/2005,0.7652,108.45
4/6/2005,0.7654,107.95
4/7/2005,0.7687,108.5
4/8/2005,0.7665,108.68
4/11/2005,0.7721,108.45
4/12/2005,0.7751,107.63
4/13/2005,0.7777,107.42
4/14/2005,0.7738,107.75
4/15/2005,0.7667,108.23
4/18/2005,0.7647,107.65
4/19/2005,0.7675,107.28
4/20/2005,0.7734,106.9
4/21/2005,0.7758,106.75
4/22/2005,0.7777,106.77
4/25/2005,,105.8
4/26/2005,0.7808,105.78
4/27/2005,0.7756,106.2
4/28/2005,0.7772,105.89
4/29/2005,0.7811,
5/2/2005,0.7802,105.28
5/3/2005,0.7767,
5/4/2005,0.7775,
5/5/2005,0.7793,
5/6/2005,0.7792,104.68
5/9/2005,0.7732,105.3
5/10/2005,0.7736,105.65
5/11/2005,0.7757,105.52
5/12/2005,0.7729,106.15
5/13/2005,0.7647,106.8
5/16/2005,0.7558,107.45
5/17/2005,0.7574,107.15
5/18/2005,0.756,107.7
5/19/2005,0.7592,107.13
5/20/2005,0.7586,107.5
5/23/2005,0.7565,108
5/24/2005,0.7606,107.7
5/25/2005,0.7606,107.36
5/26/2005,0.7613,107.98
5/27/2005,0.7597,107.98
5/30/2005,0.7617,107.93
5/31/2005,0.7557,108.08
6/1/2005,0.7561,108.35
6/2/2005,0.7513,108.5
6/3/2005,0.7564,107.92
6/6/2005,0.7595,107.66
6/7/2005,0.7659,106.9
6/8/2005,0.7679,106.82
6/9/2005,0.767,107.22
6/10/2005,0.7648,107.5
6/13/2005,,108.6
6/14/2005,0.7641,109.42
6/15/2005,0.7638,109.2
6/16/2005,0.7679,109.27
6/17/2005,0.7721,108.92
6/20/2005,0.7774,108.71
6/21/2005,0.7753,109.3
6/22/2005,0.7782,108.47
6/23/2005,0.7772,108.67
6/24/2005,0.7718,108.97
6/27/2005,0.7695,109.28
6/28/2005,0.7682,109.75
6/29/2005,0.7629,110.07
6/30/2005,0.7637,110.4
7/1/2005,0.7579,111.03
7/4/2005,0.7498,111.63
7/5/2005,0.7493,111.52
7/6/2005,0.7436,111.6
7/7/2005,0.7401,112.25
7/8/2005,0.7381,112.35
7/11/2005,0.7433,111.95
7/12/2005,0.7506,111.38
7/13/2005,0.755,111.15
7/14/2005,0.7514,112.07
7/15/2005,0.7518,112.13
7/18/2005,0.7496,
7/19/2005,0.7512,112.33
7/20/2005,0.7522,112.99
7/21/2005,0.759,112.5
7/22/2005,0.7657,110.95
7/25/2005,0.7627,111.6
7/26/2005,0.7601,111.9
